10:43:40.658 [AWT-EventQueue-0] INFO  c.b.MainFrame - init version:2
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:50:38.807 [pool-2-thread-3] INFO  c.b.s.Worker - doHomework
10:50:38.807 [pool-2-thread-3] INFO  c.b.s.Worker - doWork
10:50:38.807 [pool-2-thread-3] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:50:38.807 [pool-2-thread-3] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:50:38.807 [pool-2-thread-3] INFO  c.b.DriverFactory - ChromeDriver
10:50:41.511 [pool-2-thread-2] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (581aea011d300690879c5388ee020755)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:50:42.112 [pool-2-thread-3] INFO  c.b.DriverFactory - timeouts
10:50:42.116 [pool-2-thread-3] INFO  c.b.DriverFactory - window
10:50:43.306 [pool-2-thread-3] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (59f510170662b43133cc9b796bbb73b8)
10:50:43.772 [pool-2-thread-5] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (7d65a92ee608c742ef1a5b1351c36dc2)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:50:44.280 [pool-2-thread-1] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (9b1c1da3f9b48b8603e1358ee98241b8)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:50:45.461 [pool-2-thread-1] INFO  c.b.QuestionTask - text:验证码不正确，请重新输入
10:50:45.491 [pool-2-thread-1] ERROR c.b.QuestionTask - login error:1809911211264
10:50:45.636 [pool-2-thread-4] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (ec4a63d4dfd68efd0822aa3da3c20be3)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:50:45.767 [pool-2-thread-2] INFO  c.b.QuestionTask - user:1802A34351067,pwd:650300197304063625
10:50:49.420 [pool-2-thread-2] ERROR c.b.s.Worker - doHomework error:1802A34351067
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:50:49.420 [pool-2-thread-2] INFO  c.b.s.Worker - doHomework
10:50:49.421 [pool-2-thread-2] INFO  c.b.s.Worker - doWork
10:50:49.421 [pool-2-thread-2] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:50:49.421 [pool-2-thread-2] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:50:49.421 [pool-2-thread-2] INFO  c.b.DriverFactory - ChromeDriver
10:50:49.773 [pool-2-thread-5] INFO  c.b.QuestionTask - user:1802A34361346,pwd:232326198804086868
10:50:50.385 [pool-2-thread-4] INFO  c.b.QuestionTask - user:1902911211076,pwd:610103198801273645
10:50:52.627 [pool-2-thread-5] ERROR c.b.s.Worker - doHomework error:1802A34361346
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:50:52.628 [pool-2-thread-5] INFO  c.b.s.Worker - doHomework
10:50:52.628 [pool-2-thread-5] INFO  c.b.s.Worker - doWork
10:50:52.628 [pool-2-thread-5] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:50:52.628 [pool-2-thread-5] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:50:52.628 [pool-2-thread-5] INFO  c.b.DriverFactory - ChromeDriver
10:50:52.792 [pool-2-thread-3] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (59f510170662b43133cc9b796bbb73b8)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:50:52.869 [pool-2-thread-4] ERROR c.b.s.Worker - doHomework error:1902911211076
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:50:52.870 [pool-2-thread-4] INFO  c.b.s.Worker - doHomework
10:50:52.870 [pool-2-thread-4] INFO  c.b.s.Worker - doWork
10:50:52.870 [pool-2-thread-4] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:50:52.870 [pool-2-thread-4] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:50:52.870 [pool-2-thread-4] INFO  c.b.DriverFactory - ChromeDriver
10:50:53.114 [pool-2-thread-1] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (9b1c1da3f9b48b8603e1358ee98241b8)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:50:53.351 [pool-2-thread-2] INFO  c.b.DriverFactory - timeouts
10:50:53.407 [pool-2-thread-2] INFO  c.b.DriverFactory - window
10:50:55.024 [pool-2-thread-2] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (916bb545d4b3a3842bd2145d92ff9012)
10:50:56.403 [pool-2-thread-5] INFO  c.b.DriverFactory - timeouts
10:50:56.404 [pool-2-thread-5] INFO  c.b.DriverFactory - window
10:50:56.455 [pool-2-thread-3] INFO  c.b.QuestionTask - user:1902A34361088,pwd:410329199303216607
10:50:57.090 [pool-2-thread-1] INFO  c.b.QuestionTask - user:1809911211264,pwd:342529199305290426
10:50:57.821 [pool-2-thread-5] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (4b476278ae0f737025e4d364ed06c051)
10:50:58.623 [pool-2-thread-4] INFO  c.b.DriverFactory - timeouts
10:50:58.631 [pool-2-thread-4] INFO  c.b.DriverFactory - window
10:50:59.617 [pool-2-thread-3] ERROR c.b.s.Worker - doHomework error:1902A34361088
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:50:59.618 [pool-2-thread-3] INFO  c.b.s.Worker - doHomework
10:50:59.618 [pool-2-thread-3] INFO  c.b.s.Worker - doWork
10:50:59.619 [pool-2-thread-3] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:50:59.619 [pool-2-thread-3] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:50:59.619 [pool-2-thread-3] INFO  c.b.DriverFactory - ChromeDriver
10:50:59.853 [pool-2-thread-4] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (31e44cccfcda18f9144727aa995c756c)
10:51:00.367 [pool-2-thread-1] ERROR c.b.s.Worker - doHomework error:1809911211264
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:51:00.367 [pool-2-thread-1] INFO  c.b.s.Worker - doHomework
10:51:00.367 [pool-2-thread-1] INFO  c.b.s.Worker - doWork
10:51:00.367 [pool-2-thread-1] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:51:00.367 [pool-2-thread-1] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:51:00.368 [pool-2-thread-1] INFO  c.b.DriverFactory - ChromeDriver
10:51:03.040 [pool-2-thread-3] INFO  c.b.DriverFactory - timeouts
10:51:03.077 [pool-2-thread-3] INFO  c.b.DriverFactory - window
10:51:04.352 [pool-2-thread-3] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (39e00eafd01985507606f33a68709fe2)
10:51:04.594 [pool-2-thread-1] INFO  c.b.DriverFactory - timeouts
10:51:04.599 [pool-2-thread-1] INFO  c.b.DriverFactory - window
10:51:05.228 [pool-2-thread-2] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (916bb545d4b3a3842bd2145d92ff9012)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:51:05.795 [pool-2-thread-1] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (c0150c64c0f7aef0e4a2e717d22435c2)
10:51:06.073 [pool-2-thread-5] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (4b476278ae0f737025e4d364ed06c051)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:51:08.124 [pool-2-thread-4] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (31e44cccfcda18f9144727aa995c756c)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:51:10.135 [pool-2-thread-5] INFO  c.b.QuestionTask - user:1902911251071,pwd:610326199110200228
10:51:10.974 [pool-2-thread-2] INFO  c.b.QuestionTask - user:1902911211077,pwd:441202198609142328
10:51:13.194 [pool-2-thread-4] INFO  c.b.QuestionTask - user:1902911251074,pwd:411503199310015342
10:51:13.423 [pool-2-thread-5] ERROR c.b.s.Worker - doHomework error:1902911251071
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:51:13.423 [pool-2-thread-5] INFO  c.b.s.Worker - doHomework
10:51:13.423 [pool-2-thread-5] INFO  c.b.s.Worker - doWork
10:51:13.423 [pool-2-thread-5] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:51:13.423 [pool-2-thread-5] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:51:13.423 [pool-2-thread-5] INFO  c.b.DriverFactory - ChromeDriver
10:51:13.937 [pool-2-thread-1] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (c0150c64c0f7aef0e4a2e717d22435c2)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:51:14.159 [pool-2-thread-2] ERROR c.b.s.Worker - doHomework error:1902911211077
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:51:14.160 [pool-2-thread-2] INFO  c.b.s.Worker - doHomework
10:51:14.160 [pool-2-thread-2] INFO  c.b.s.Worker - doWork
10:51:14.160 [pool-2-thread-2] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:51:14.161 [pool-2-thread-2] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:51:14.161 [pool-2-thread-2] INFO  c.b.DriverFactory - ChromeDriver
10:51:16.569 [pool-2-thread-4] ERROR c.b.s.Worker - doHomework error:1902911251074
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:51:16.569 [pool-2-thread-4] INFO  c.b.s.Worker - doHomework
10:51:16.570 [pool-2-thread-4] INFO  c.b.s.Worker - doWork
10:51:16.570 [pool-2-thread-4] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:51:16.570 [pool-2-thread-4] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:51:16.570 [pool-2-thread-4] INFO  c.b.DriverFactory - ChromeDriver
10:51:16.774 [pool-2-thread-1] INFO  c.b.QuestionTask - user:1902911251077,pwd:61012119960827220X
10:51:17.033 [pool-2-thread-5] INFO  c.b.DriverFactory - timeouts
10:51:17.036 [pool-2-thread-5] INFO  c.b.DriverFactory - window
10:51:17.037 [pool-2-thread-3] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (39e00eafd01985507606f33a68709fe2)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:51:17.972 [pool-2-thread-2] INFO  c.b.DriverFactory - timeouts
10:51:18.086 [pool-2-thread-2] INFO  c.b.DriverFactory - window
10:51:18.275 [pool-2-thread-5] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (01ba653d46e290b5ed2284a4a72b2ad4)
10:51:19.296 [pool-2-thread-2] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (786f19dda15009a40151ff0779932133)
10:51:19.492 [pool-2-thread-1] ERROR c.b.s.Worker - doHomework error:1902911251077
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:51:19.494 [pool-2-thread-1] INFO  c.b.s.Worker - doHomework
10:51:19.495 [pool-2-thread-1] INFO  c.b.s.Worker - doWork
10:51:19.525 [pool-2-thread-1] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:51:19.526 [pool-2-thread-1] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:51:19.527 [pool-2-thread-1] INFO  c.b.DriverFactory - ChromeDriver
10:51:19.983 [pool-2-thread-4] INFO  c.b.DriverFactory - timeouts
10:51:20.000 [pool-2-thread-4] INFO  c.b.DriverFactory - window
10:51:20.808 [pool-2-thread-3] INFO  c.b.QuestionTask - user:1902911251076,pwd:330324199004271209
10:51:21.478 [pool-2-thread-4] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (65644d7e2bfea2486ab0074666bfdf90)
10:51:23.425 [pool-2-thread-1] INFO  c.b.DriverFactory - timeouts
10:51:23.433 [pool-2-thread-1] INFO  c.b.DriverFactory - window
10:51:23.757 [pool-2-thread-3] ERROR c.b.s.Worker - doHomework error:1902911251076
com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:224)
	at com.google.gson.Gson.fromJson(Gson.java:887)
	at com.google.gson.Gson.fromJson(Gson.java:852)
	at com.google.gson.Gson.fromJson(Gson.java:801)
	at com.google.gson.Gson.fromJson(Gson.java:773)
	at com.bruce.JsonUtils.fromJson(JsonUtils.java:17)
	at com.bruce.Config.isCharge(Config.java:60)
	at com.bruce.QuestionTask.goToMain(QuestionTask.java:180)
	at com.bruce.QuestionTask.www(QuestionTask.java:637)
	at com.bruce.QuestionTask.doWork(QuestionTask.java:611)
	at com.bruce.swing.Worker.doHomework(Worker.java:57)
	at com.bruce.swing.Worker.run(Worker.java:37)
	at java.lang.Thread.run(Thread.java:745)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $
	at com.google.gson.stream.JsonReader.beginObject(JsonReader.java:385)
	at com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter.read(ReflectiveTypeAdapterFactory.java:213)
	... 15 common frames omitted
10:51:23.765 [pool-2-thread-3] INFO  c.b.s.Worker - doHomework
10:51:23.766 [pool-2-thread-3] INFO  c.b.s.Worker - doWork
10:51:23.766 [pool-2-thread-3] INFO  c.b.QuestionTask - DriverFactory.getDriver()
10:51:23.766 [pool-2-thread-3] INFO  c.b.DriverFactory - webdriver.chrome.driver
10:51:23.766 [pool-2-thread-3] INFO  c.b.DriverFactory - ChromeDriver
10:51:24.769 [pool-2-thread-1] INFO  c.b.DriverFactory - driver:ChromeDriver: chrome on XP (c4a659cb65cbbb19c7f4c47806bab6ba)
10:51:27.044 [pool-2-thread-2] INFO  c.b.QuestionTask - element:[[ChromeDriver: chrome on XP (786f19dda15009a40151ff0779932133)] -> css selector: body > div.container > div > div.col-md-4.col-xs-12.loginbg > form > button]
10:51:27.721 [pool-2-thread-2] INFO  c.b.QuestionTask - text:验证码不正确，请重新输入
10:51:27.806 [pool-2-thread-2] ERROR c.b.QuestionTask - login error:1902A14351635
10:51:28.295 [pool-2-thread-3] INFO  c.b.DriverFactory - timeouts
